"Symbol","Company_Name","Country","IPO_Year","Sector","Last_Sale"
"UPS","United Parcel Service Inc. Common Stock","United States","1999","Consumer Discretionary","182.25"
"URGN","UroGen Pharma Ltd. Ordinary Shares","Israel","2017","Health Care","5.32"
"URI","United Rentals Inc. Common Stock","United States","1997","Consumer Discretionary","298.18"
"USPH","U.S. Physical Therapy Inc. Common Stock","United States","1992","Health Care","112.59"
"UTHR","United Therapeutics Corporation Common Stock","United States","1999","Health Care","230.34"
"UTME","UTime Limited Ordinary Shares","China","2021","Technology","1.29"
"UTSI","UTStarcom Holdings Corp.","China","2000","Telecommunications","0.68"
"UXIN","Uxin Limited ADS","China","2018","Consumer Discretionary","0.42"
"VBLT","Vascular Biogenics Ltd. Ordinary Shares","Israel","2014","Health Care","1.84"
"VCKA","Vickers Vantage Corp. I Ordinary Shares","Singapore","2021","Finance","10.21"
"VCKAU","Vickers Vantage Corp. I Unit","Singapore","2021","Finance","10.3"
"VCKAW","Vickers Vantage Corp. I Warrant","Singapore","2021","Finance","0.21"
"VECT","VectivBio Holding AG Ordinary Shares","Switzerland","2021","Health Care","5.84"
"VINP","Vinci Partners Investments Ltd. Class A Common Shares","Brazil","2021","Finance","10.75"
"VIOT","Viomi Technology Co. Ltd American Depositary Shares","China","2018","Consumer Discretionary","1.54"
"VIPS","Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares","China","2012","Consumer Discretionary","9.3"
"VIV","Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share)","Brazil","2020","Telecommunications","10.74"
"VLAT","Valor Latitude Acquisition Corp. Class A Ordinary Shares","Cayman Islands","2021","Finance","9.72"
"VLATU","Valor Latitude Acquisition Corp. Unit","Cayman Islands","2021","Finance","9.75"
"VLATW","Valor Latitude Acquisition Corp. Warrant","Cayman Islands","2021","Finance","0.19"
"VMW","Vmware Inc. Common stock Class A","United States","2007","Technology","128.1"
"VNET","VNET Group Inc. American Depositary Shares","China","2011","Technology","5.65"
"VNRX","VolitionRX Limited Common Stock","Singapore","2015","Health Care","2.59"
"VRNA","Verona Pharma plc American Depositary Share","United Kingdom","2017","Health Care","4.53"
"VRSK","Verisk Analytics Inc. Common Stock","United States","2009","Consumer Discretionary","174.92"
"VRSN","VeriSign Inc. Common Stock","United States","1998","Technology","174.55"
"VRTX","Vertex Pharmaceuticals Incorporated Common Stock","United States","1991","Health Care","268.65"
"VSTA","Vasta Platform Limited Class A Ordinary Shares","Brazil","2020","Real Estate","4.28"
"VTRU","Vitru Limited Common Shares","Brazil","2020","Real Estate","17.4"
"VYGG","Vy Global Growth Class A Ordinary Shares","Cayman Islands","2020","Finance","9.89"
"WAFU","Wah Fu Education Group Limited Ordinary Shares","China","2019","Real Estate","2.34"
"WAT","Waters Corporation Common Stock","United States","1995","Health Care","327.95"
"WB","Weibo Corporation American Depositary Share","China","2014","Technology","22"
"WCC","WESCO International Inc. Common Stock","United States","1999","Consumer Discretionary","125.58"
"WD","Walker & Dunlop Inc Common Stock","United States","2010","Finance","106.31"
"WDFC","WD-40 Company Common Stock","United States","1973","Industrials","188.79"
"WIMI","WiMi Hologram Cloud Inc. American Depositary Share","China","2020","Technology","1.8"
"WIRE","Encore Wire Corporation Common Stock","United States","1992","Industrials","125.02"
"WIX","Wix.com Ltd. Ordinary Shares","Israel","2013","Technology","63.01"
"WLK","Westlake Corporation Common Stock","United States","2004","Industrials","132.11"
"WLL","Whiting Petroleum Corporation Common Stock (New)","United States","2020","Energy","88.46"
"WMS","Advanced Drainage Systems Inc. Common Stock","United States","2014","Industrials","109.51"
"WNS","WNS (Holdings) Limited Sponsored ADR (Jersey)","India","2006","Consumer Discretionary","72.77"
"WNW","Meiwu Technology Company Limited Ordinary Shares","China","2020","Consumer Discretionary","0.71"
"WPRT","Westport Fuel Systems Inc Common Shares","Canada","2008","Consumer Discretionary","1.2"
"WRLD","World Acceptance Corporation Common Stock","United States","1991","Finance","148.07"
"WTS","Watts Water Technologies Inc. Class A Common Stock","United States","1986","Industrials","130.83"
"WTW","Willis Towers Watson Public Limited Company Ordinary Shares","United Kingdom","2001","Finance","211.07"
"WVE","Wave Life Sciences Ltd. Ordinary Shares","Singapore","2015","Health Care","1.4"
"XIN","Xinyuan Real Estate Co Ltd American Depositary Shares","China","2007","Consumer Discretionary","0.92"
"XNET","Xunlei Limited American Depositary Shares","China","2014","Technology","1.26"
"XP","XP Inc. Class A Common Stock","Brazil","2019","Finance","22.61"
"XPEV","XPeng Inc. American depositary shares each representing two Class A ordinary shares","China","2020","Consumer Discretionary","23.5"
"YALA","Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share","United Arab Emirates","2020","Technology","3.7"
"YGMZ","MingZhu Logistics Holdings Limited Ordinary Shares","China","2020","Consumer Discretionary","1.93"
"YI","111 Inc. American Depositary Shares","China","2018","Consumer Staples","2"
"YJ","Yunji Inc. American Depository Shares","China","2019","Consumer Discretionary","1.09"
"YPF","YPF Sociedad Anonima Common Stock","Argentina","1993","Energy","4.5"
"YQ","17 Education & Technology Group Inc. American Depositary Shares","China","2020","Real Estate","2.12"
"YRD","Yiren Digital Ltd. American Depositary Shares each representing two ordinary shares","China","2015","Technology","1.72"
"YSG","Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares","China","2020","Consumer Discretionary","0.49"
"YY","JOYY Inc. American Depositary Shares","China","2012","Technology","42.39"
"ZBRA","Zebra Technologies Corporation Class A Common Stock","United States","1991","Technology","338.19"
"ZCMD","Zhongchao Inc. Class A Ordinary Shares","China","2020","Real Estate","1.27"
"ZEAL","Zealand Pharma A/S American Depositary Shares","Denmark","2017","Health Care","14.39"
"ZEPP","Zepp Health Corporation American Depositary Shares","China","2018","Technology","2.04"
"ZKIN","ZK International Group Co. Ltd Ordinary Share","China","2017","Industrials","1.34"
"ZLAB","Zai Lab Limited American Depositary Shares","China","2017","Health Care","29.1"
"ZM","Zoom Video Communications Inc. Class A Common Stock","United States","2019","Technology","107.45"
"ZNH","China Southern Airlines Company Limited Common Stock","China","1997","Consumer Discretionary","27.09"
"ZS","Zscaler Inc. Common Stock","United States","2018","Technology","153.09"
"ZTO","ZTO Express (Cayman) Inc. American Depositary Shares each representing one Class A ordinary share.","China","2016","Consumer Discretionary","26.94"
"ZTS","Zoetis Inc. Class A Common Stock","United States","2013","Health Care","170.93"
